Gene	seed_specificity
IL18RAP	0.5
ESPL1	0.83
ARHGEF11	1.0
PDE4D	1.0
TRAF5	0.5900000000000001
USP7	0.61
RGS4	0.9299999999999999
KIR3DL3	0.97
TNFRSF13C	0.5700000000000001
RAMP2	0.92
ELK4	0.43000000000000005
CX3CL1	0.79
DEK	0.78
RFX5	1.0
PDE10A	1.0
IFNAR1	0.71
POU2F2	0.6799999999999999
IGF2BP1	0.8200000000000001
ULBP2	1.0
B2M	0.56
PTTG2	0.8200000000000001
HLA-DOB	1.0
KIR2DL1	0.97
BAG4	1.0
TLR3	0.32999999999999996
EGR2	0.5900000000000001
E2F2	0.5
CXCL16	0.53
RFXANK	0.76
CCNB2	0.6699999999999999
MLKL	1.0
PDE4B	0.86
HLA-E	0.95
TAP2	1.0
RFXAP	1.0
CREB3L3	0.22999999999999998
SOS2	0.49
HLA-DMA	1.0
ABCC1	0.8200000000000001
IL12B	0.75
HLA-DOA	1.0
VDAC1	0.89
CIR1	1.0
HLA-B	0.91
CYP24A1	0.83
HLA-G	0.52
KIR2DL4	0.96
HLA-DMB	1.0
PRM1	1.0
TAP1	0.77
HLA-C	1.0
KIR3DL2	0.97
GABBR2	0.83
DRD1	0.77
PTGER1	0.31000000000000005
KIR2DL3	0.9299999999999999
RYR2	0.45999999999999996
CTSS	0.76
IFNA1	0.22999999999999998
GPR182	0.92
CCN4	0.86
PTH1R	0.79
CD8A	0.91
CXCL5	0.81
IKBKE	0.72
ZFPM2	1.0
CLDN1	1.0
SAMHD1	1.0
HLA-A	0.7
TLN1	0.69
TRAF1	0.25
