Gene	seed_specificity
FGF17	0.18000000000000005
LLGL2	1.0
DDIT4	1.0
LAMC2	0.98
HES7	1.0
PPP2R5C	0.91
FGF21	0.5900000000000001
SGK3	0.42000000000000004
FGF6	0.63
FGF5	0.63
FGF14	0.28
FGF3	0.18000000000000005
THBS1	0.48
GNB5	0.9
HES5	0.25
LAMB3	0.9299999999999999
IRF9	0.4
PPP3CA	0.54
PARD6B	1.0
STRADA	1.0
LAMA5	0.9299999999999999
PIK3IP1	0.64
FGF11	0.28
APC2	0.09999999999999998
PPP2R5D	0.63
CREB3L1	0.43000000000000005
NTRK2	0.42000000000000004
TLR3	0.32999999999999996
CAB39	1.0
PPP2R5A	0.98
KIF5C	0.47
FGF12	0.28
IFNA1	0.22999999999999998
HEY2	0.47
FGF10	0.6799999999999999
PARD6G	1.0
FN1	0.42000000000000004
CENPE	1.0
PATJ	1.0
LAMC3	0.98
LAMB1	0.9299999999999999
SOS2	0.49
LAMA2	0.98
TBC1D1	1.0
CREB3L3	0.22999999999999998
LAMB4	0.96
LAMB2	0.25
ATP6V0E1	1.0
GRIA4	0.86
MAML3	1.0
PIK3C2A	0.6699999999999999
