Gene	seed_specificity
TIRAP	0.52
ARHGEF11	1.0
UGT1A6	0.87
SEPTIN5	1.0
SGK3	0.42000000000000004
CSF2RA	0.41000000000000003
DCC	0.38
PLA2G4D	1.0
PLCB2	0.74
DUSP10	1.0
WNT6	0.31999999999999995
NR1I3	0.86
PSMD8	0.5700000000000001
DUSP5	1.0
IL12A	0.5
MAPK7	0.72
KIF5C	0.47
NFE2L2	1.0
ABCC4	1.0
MAPK8IP2	1.0
TPR	0.32999999999999996
SLC39A8	1.0
PLCB1	0.44999999999999996
UGT1A9	0.83
SNCAIP	0.61
SLC6A3	0.74
CYP1B1	0.98
NDUFA13	1.0
ERRFI1	0.72
PTPN7	1.0
SMARCA1	0.83
GSTA1	0.99
FGF14	0.28
FGF3	0.18000000000000005
EPS15L1	1.0
MTHFR	1.0
ABCB4	1.0
ATF4	0.8200000000000001
CES1	0.87
PTGER1	0.31000000000000005
PGF	0.31999999999999995
GSTP1	0.31999999999999995
POLK	0.41000000000000003
EGLN3	0.31999999999999995
FGF12	0.28
IFNA1	0.22999999999999998
UGT2B7	0.87
EDNRB	0.33999999999999997
MSH2	0.31000000000000005
SH3KBP1	0.8200000000000001
NDUFS1	1.0
ELK1	0.52
PLSCR1	1.0
MAPK10	0.69
CYP2C19	1.0
AHRR	1.0
TRAF1	0.25
DUSP8	1.0
ACADM	0.83
CTSL	0.76
PIM2	0.32999999999999996
CHAC1	0.88
MAP3K12	0.6
FGF1	0.31999999999999995
CYSLTR2	0.87
FGF5	0.63
VEGFC	0.5700000000000001
ELK4	0.43000000000000005
ADCY3	0.63
SLC27A1	0.76
PSMB1	0.5800000000000001
GADD45G	0.37
POU2F2	0.6799999999999999
FGF11	0.28
PDK4	0.88
DLL3	0.32999999999999996
ADRM1	0.5800000000000001
APOA5	0.87
CAMK2B	0.71
IL3	0.32999999999999996
FTH1	0.83
E2F2	0.5
CYP2C9	0.78
CYP1A2	1.0
TRAF4	0.33999999999999997
PLA2G4F	0.99
CCNT1	0.83
CSNK1A1L	0.7
UGT1A4	1.0
SOS2	0.49
MAP3K4	1.0
ANGPTL4	0.83
UGT2B4	1.0
IL12B	0.75
FGF17	0.18000000000000005
KLC4	1.0
MFN1	0.61
GCLM	1.0
IL1R2	0.45999999999999996
SOD3	0.83
FGF6	0.63
CYP3A7	1.0
PLA2G4E	0.83
SCD	0.9
EPS15	0.8200000000000001
HES5	0.25
SCP2	0.99
JUNB	0.75
STAM	0.9
MGST1	0.99
FGF18	0.6
UGT1A1	0.83
CYP2J2	1.0
CCDC6	0.29000000000000004
DUSP16	1.0
APC2	0.09999999999999998
RPS6KB2	0.85
GNGT1	0.38
CYP4A11	0.84
PTGER2	0.32999999999999996
KIF7	1.0
NTRK2	0.42000000000000004
SFTPA2	0.92
NCOA4	0.32999999999999996
FN1	0.42000000000000004
GSTA5	1.0
DUSP2	0.53
KLC3	1.0
TBC1D4	0.69
LAMB2	0.25
