Gene	seed_specificity
TIRAP	0.52
ARHGEF11	1.0
CCL27	1.0
TNFRSF6B	0.63
ARPC5	0.75
CSF2RA	0.41000000000000003
DCC	0.38
IRF9	0.4
PLCB2	0.74
WNT6	0.31999999999999995
PFKFB3	0.98
CASP10	0.84
NXT1	1.0
BCL2L2	1.0
VHL	1.0
KLHL9	1.0
IL12A	0.5
TLR3	0.32999999999999996
KIF5C	0.47
CCNG1	1.0
TRADD	0.98
CXCL16	0.53
CCL17	0.84
ARPC3	0.73
MLKL	1.0
TNFRSF9	0.65
TPR	0.32999999999999996
SHISA5	1.0
PLCB1	0.44999999999999996
CHMP2A	1.0
IL17RC	0.69
BIRC7	1.0
ARPC4	0.79
EIF4E1B	1.0
NXF2	1.0
RILP	1.0
ALDOC	1.0
EXOC7	0.78
TGFA	0.64
TNFRSF10B	1.0
GSTA1	0.99
FGF3	0.18000000000000005
WIPF3	1.0
ENDOG	1.0
NLRC4	0.8
DET1	1.0
PFKL	0.91
AHNAK	0.76
PTGER1	0.31000000000000005
CHMP3	0.89
UBE2K	1.0
PGF	0.31999999999999995
GSTP1	0.31999999999999995
POLK	0.41000000000000003
EGLN3	0.31999999999999995
CYTH4	0.79
IFNA1	0.22999999999999998
HUS1B	1.0
UBE2W	1.0
EDNRB	0.33999999999999997
WIPF2	1.0
ZMAT3	1.0
AIFM1	0.88
MSH2	0.31000000000000005
TNFRSF10D	0.95
TF	0.91
MYO1F	0.91
TRAF1	0.25
IL18RAP	0.5
TRAF5	0.5900000000000001
PIM2	0.32999999999999996
FGF1	0.31999999999999995
ARPC5L	0.72
FGF21	0.5900000000000001
FGF5	0.63
CYTH3	0.79
TNFRSF13C	0.5700000000000001
PGK2	1.0
GLUL	1.0
CCL1	1.0
ADCY3	0.63
GADD45G	0.37
SESN1	1.0
NXT2	1.0
POU2F2	0.6799999999999999
CCL7	1.0
PGM1	0.97
MADD	1.0
DLL3	0.32999999999999996
SESN3	1.0
TNFRSF4	0.97
GLUD1	1.0
TNFRSF10C	1.0
CAMK2B	0.71
CCL20	0.7
IL3	0.32999999999999996
E2F2	0.5
CCL26	0.6799999999999999
EI24	1.0
TRAF4	0.33999999999999997
GSDMD	0.64
SOS2	0.49
IL1A	0.79
FGF17	0.18000000000000005
KLC4	1.0
CXCL2	0.5900000000000001
RAD17	0.94
ADGRB1	1.0
IL1R2	0.45999999999999996
FGF6	0.63
VPS41	1.0
IL16	0.71
HES5	0.25
AIFM2	1.0
PARP3	1.0
LMNB2	1.0
MGST1	0.99
FGF18	0.6
BAIAP2L1	1.0
CYP2J2	1.0
CCDC6	0.29000000000000004
CALCOCO2	1.0
APC2	0.09999999999999998
GNGT1	0.38
EIF4E2	0.97
PTGER2	0.32999999999999996
KIF7	1.0
ARPC1A	0.83
NCOA4	0.32999999999999996
CCL3	0.85
FN1	0.42000000000000004
THPO	0.65
GSTA5	1.0
KLC3	1.0
LAMB2	0.25
MX1	0.73
