Gene	seed_specificity
TIRAP	0.52
IL17F	0.73
ARHGEF11	1.0
PPP2R2A	0.87
PLXNA1	0.8
FGF9	1.0
TCF7L1	0.75
ASB6	1.0
HES7	1.0
PPP2R5C	0.91
ATG10	0.91
SGK3	0.42000000000000004
ARPC5	0.75
MYLK2	0.5800000000000001
ITGA8	1.0
IL17D	0.92
CSF2RA	0.41000000000000003
PDGFRA	0.47
DCC	0.38
IRF9	0.4
MCM6	0.72
ARHGEF6	0.63
PFN3	1.0
PLCB2	0.74
WNT6	0.31999999999999995
DEFA5	1.0
STRADA	1.0
NXT1	1.0
CASP5	0.77
MEFV	0.6699999999999999
PTTG2	0.8200000000000001
ANAPC13	0.92
IL12A	0.5
TLR3	0.32999999999999996
ROCK1	0.91
BUB3	1.0
TFDP2	0.69
KIF5C	0.47
TRADD	0.98
CDKN2D	0.94
FZD9	0.8
MLKL	1.0
L1CAM	0.83
TPR	0.32999999999999996
CCNG2	0.9299999999999999
TBC1D1	1.0
PLCB1	0.44999999999999996
PARD6A	0.98
ORC5	1.0
CREB3L3	0.22999999999999998
ACTG1	0.6599999999999999
CHMP2A	1.0
SEMA3A	1.0
ARPC4	0.79
NXF2	1.0
RILP	1.0
PIP4K2C	0.95
TNC	0.95
EXOC7	0.78
TGFA	0.64
GSTA1	0.99
FGF14	0.28
FGF3	0.18000000000000005
THBS1	0.48
TGFBR3	0.99
WIPF3	1.0
SHC4	0.81
ACTN4	0.43999999999999995
GIT1	0.77
G6PC2	1.0
AHNAK	0.76
BMP6	0.84
PPP2R5D	0.63
PFN4	1.0
PTGER1	0.31000000000000005
CHMP3	0.89
PGF	0.31999999999999995
GSTP1	0.31999999999999995
PPP3CC	0.6799999999999999
POLK	0.41000000000000003
EGLN3	0.31999999999999995
CYTH4	0.79
MCM4	0.72
IFNA1	0.22999999999999998
FGF12	0.28
PYCARD	1.0
HEY2	0.47
PDPK1	0.85
EDNRB	0.33999999999999997
WIPF2	1.0
EFNB2	0.79
SRGAP2	1.0
MSH2	0.31000000000000005
PPP2R1A	1.0
TEAD2	1.0
CAPN1	0.87
SCIN	1.0
MYO1F	0.91
HLA-A	0.7
TXK	0.74
CARD9	0.74
TRAF1	0.25
COL3A1	0.72
CCNB3	1.0
EPHB6	1.0
TRAF5	0.5900000000000001
ITGAE	0.91
LLGL2	1.0
TLE4	0.8
PIM2	0.32999999999999996
USP7	0.61
SLK	1.0
DDIT4	1.0
FGF1	0.31999999999999995
EPHB4	1.0
FOXL1	1.0
ARHGEF4	1.0
ARPC5L	0.72
CDK7	0.56
CYTH3	0.79
FOXA1	0.98
TNFRSF13C	0.5700000000000001
GLUL	1.0
FOXO6	0.69
VEGFC	0.5700000000000001
ATG14	1.0
IQGAP3	1.0
ELK4	0.43000000000000005
SMC1B	1.0
GADD45G	0.37
SESN1	1.0
NXT2	1.0
PARD6B	1.0
PPP1R12B	0.45999999999999996
SIK1	0.84
NRF1	0.84
POU2F2	0.6799999999999999
FGF11	0.28
MTF2	0.9299999999999999
FGF8	0.64
CAPN2	0.84
DLL3	0.32999999999999996
NAMPT	0.81
CREB3L1	0.43000000000000005
GLUD1	1.0
EGR2	0.5900000000000001
CAB39	1.0
IL3	0.32999999999999996
TRPC4	0.84
PIP4K2B	0.75
SNIP1	1.0
PARD6G	1.0
ARHGEF28	1.0
CLDN2	0.6599999999999999
TRAF4	0.33999999999999997
GSDMD	0.64
INHBE	0.88
NF2	0.84
SOS2	0.49
IQGAP2	1.0
CAPNS1	0.77
PPP3CA	0.54
PIK3C2A	0.6699999999999999
IL1A	0.79
LIMK1	0.79
KLC4	1.0
FGF17	0.18000000000000005
MYL12A	0.64
FGD3	1.0
PLXNA2	0.8200000000000001
TNIP1	1.0
SMAD6	0.99
MYL7	0.9299999999999999
FGD1	1.0
KLF6	0.84
MYL12B	0.64
CARD8	0.77
VPS41	1.0
PIAS2	0.84
CPEB1	0.98
HES5	0.25
HLA-G	0.52
WASF1	0.6699999999999999
RBL1	0.6599999999999999
MGST1	0.99
ORC3	1.0
FGF18	0.6
BAIAP2L1	1.0
CYP2J2	1.0
PIK3IP1	0.64
CCDC6	0.29000000000000004
CALCOCO2	1.0
APC2	0.09999999999999998
GNGT1	0.38
ZFHX4	1.0
EFNB1	1.0
PAK6	0.87
KIF7	1.0
PTGER2	0.32999999999999996
ARPC1A	0.83
GNG12	1.0
VCL	0.78
PFN2	1.0
NTRK2	0.42000000000000004
ORC6	1.0
PARVB	1.0
NCOA4	0.32999999999999996
FGF10	0.6799999999999999
PLXNA4	0.8200000000000001
FN1	0.42000000000000004
ITGAL	0.92
GSTA5	1.0
PTPRJ	0.95
PATJ	1.0
RBL2	0.6799999999999999
BMPR1A	0.99
ORC1	0.69
CCN4	0.86
ORC4	1.0
KLC3	1.0
IKBKE	0.72
SMAD4	1.0
LAMB2	0.25
ATP6V0E1	1.0
MAML3	1.0
BUB1	0.9299999999999999
