Gene	seed_specificity
ARHGEF11	1.0
DECR1	0.99
SGK3	0.42000000000000004
TNFRSF6B	0.63
FHOD1	0.8
PEX7	1.0
RCAN1	0.5800000000000001
CSF2RA	0.41000000000000003
PDGFRA	0.47
PLA2G4D	1.0
DCC	0.38
IRF9	0.4
MCM6	0.72
BRK1	0.6799999999999999
ARHGEF6	0.63
PFN3	1.0
DUSP10	1.0
WNT6	0.31999999999999995
STRADA	1.0
CASP10	0.84
BCL2L2	1.0
MEFV	0.6699999999999999
CD244	1.0
PLA2G2F	0.99
PTTG2	0.8200000000000001
DUSP5	1.0
ECH1	1.0
IL12A	0.5
BUB3	1.0
TFDP2	0.69
TRADD	0.98
STAG2	1.0
PEX1	1.0
MLKL	1.0
PGD	1.0
MAPK8IP2	1.0
PLA2G5	0.71
TPR	0.32999999999999996
HDC	0.8200000000000001
ATP1A3	1.0
TBC1D1	1.0
CREB3L3	0.22999999999999998
PEX13	1.0
ORC5	1.0
SLC6A3	0.74
CSRP2	1.0
MAPK13	0.86
ACTG1	0.6599999999999999
CHMP2A	1.0
BIRC7	1.0
PTPN7	1.0
PEX10	1.0
PIP4K2C	0.95
ACTR3	0.79
GSTA1	0.99
FGF14	0.28
MAP2K2	0.79
FGF3	0.18000000000000005
BRAP	1.0
CYFIP2	0.76
ENDOG	1.0
PLA2G4B	0.97
RASGRP2	1.0
PAX7	0.91
TSLP	0.9
PFN4	1.0
PTGER1	0.31000000000000005
RHOJ	1.0
CHMP3	0.89
PGF	0.31999999999999995
GSTP1	0.31999999999999995
POLK	0.41000000000000003
EGLN3	0.31999999999999995
CUL2	1.0
ABCD3	1.0
FGF12	0.28
MCM4	0.72
IFNA1	0.22999999999999998
HEY2	0.47
EDNRB	0.33999999999999997
PEX26	1.0
AIFM1	0.88
PER1	1.0
MSH2	0.31000000000000005
MIA	0.94
PLA2G2E	0.98
ELK1	0.52
TNFRSF10D	0.95
TLN1	0.69
TPH2	1.0
PEX19	1.0
PLA2G3	1.0
SCIN	1.0
CAMK4	0.97
TXK	0.74
TRAF1	0.25
DUSP8	1.0
CCNB3	1.0
CAPZB	1.0
TRAF5	0.5900000000000001
ITGAE	0.91
PIM2	0.32999999999999996
HDAC9	1.0
CHAC1	0.88
USP7	0.61
DDIT4	1.0
MAP3K12	0.6
FGF1	0.31999999999999995
CDKN2A	1.0
ARPC5L	0.72
CDK7	0.56
IL1RAP	0.65
FBXL3	1.0
FLT1	1.0
TNFRSF13C	0.5700000000000001
PXMP2	1.0
ECI2	1.0
GLUL	1.0
VEGFC	0.5700000000000001
IQGAP3	1.0
ELK4	0.43000000000000005
ADCY3	0.63
SMC1B	1.0
TKT	1.0
GADD45G	0.37
CASP9	0.9299999999999999
PPP1R12B	0.45999999999999996
SIK1	0.84
FGF11	0.28
OCRL	1.0
PLA2G12B	0.98
FGF8	0.64
DLL3	0.32999999999999996
EIF3H	0.77
CREB3L1	0.43000000000000005
GLUD1	1.0
EGR2	0.5900000000000001
CAB39	1.0
TNFRSF10C	1.0
IL3	0.32999999999999996
PIP4K2B	0.75
LAMB2	0.25
SNIP1	1.0
PEX2	1.0
CYP2C9	0.78
ARHGEF28	1.0
TRAF4	0.33999999999999997
PEX6	1.0
PLA2G4F	0.99
HDAC7	0.99
DCT	0.8200000000000001
PEX3	1.0
SOS2	0.49
TMOD3	1.0
IQGAP2	1.0
NF2	0.84
CAPNS1	0.77
PIK3C2A	0.6699999999999999
PEX16	1.0
FGF17	0.18000000000000005
MYL12A	0.64
TFCP2	0.6
ABL2	0.91
VDAC1	0.89
CYP24A1	0.83
KLF6	0.84
MYL7	0.9299999999999999
MYL12B	0.64
PDE4DIP	1.0
HCN1	1.0
PLA2G2C	0.98
SSTR1	0.77
BCL2A1	0.86
NR4A2	0.61
PAK5	0.6
RGL2	1.0
PLA2G4E	0.83
PLA2G10	0.98
PIAS2	0.84
HES5	0.25
HLA-G	0.52
AIFM2	1.0
MAP3K13	0.99
STAG1	1.0
WASF1	0.6699999999999999
RBL1	0.6599999999999999
MGST1	0.99
ORC3	1.0
ABCD1	1.0
PIK3IP1	0.64
CCDC6	0.29000000000000004
DUSP16	1.0
APC2	0.09999999999999998
GNGT1	0.38
PAK6	0.87
PTGER2	0.32999999999999996
KIF7	1.0
CASP7	0.9299999999999999
FSCN1	1.0
VCL	0.78
PFN2	1.0
NTRK2	0.42000000000000004
ORC6	1.0
PARVB	1.0
RYR2	0.45999999999999996
PLA2G2D	1.0
NCOA4	0.32999999999999996
FGF10	0.6799999999999999
FN1	0.42000000000000004
ITGAL	0.92
EOMES	1.0
PAK2	0.94
GSTA5	1.0
DDC	1.0
PLA2G2A	0.5
DUSP2	0.53
RBL2	0.6799999999999999
ORC1	0.69
HSPA2	0.6
ORC4	1.0
PRDX6	0.6
ZBP1	1.0
PLA2G12A	0.99
PTRH2	1.0
ETS2	1.0
CRY2	0.95
