Gene	seed_specificity
SOCS3	0.91
NDUFB2	1.0
ARHGEF11	1.0
KIF5A	1.0
TCF7L1	0.75
SEPTIN5	1.0
SGK3	0.42000000000000004
IL10RA	0.76
MYLK2	0.5800000000000001
MFN2	0.6599999999999999
ADIPOR1	0.89
PLA2G4D	1.0
NEFM	1.0
IRF9	0.4
PLCB2	0.74
MYL6B	0.89
DUSP10	1.0
PFKFB3	0.98
WNT6	0.31999999999999995
STRADA	1.0
PSMD8	0.5700000000000001
VHL	1.0
KLHL9	1.0
UBA7	1.0
MAPK7	0.72
KIF5C	0.47
MALT1	1.0
CRLF2	0.76
PRKAG2	0.98
CALML6	0.91
UPF3B	1.0
MAPK8IP2	1.0
SOCS5	1.0
TPR	0.32999999999999996
TBC1D1	1.0
PLCB1	0.44999999999999996
CREB3L3	0.22999999999999998
SNCAIP	0.61
PHKB	0.9
C9orf72	1.0
NDUFA13	1.0
PTPN7	1.0
EIF4E1B	1.0
ALDOC	1.0
TGFA	0.64
GSTA1	0.99
FGF14	0.28
FGF3	0.18000000000000005
PRKAB1	1.0
NRBF2	1.0
CACNA1C	0.69
GUCY1B1	1.0
ACTN4	0.43999999999999995
RASGRP2	1.0
DET1	1.0
G6PC2	1.0
PFKL	0.91
TSLP	0.9
IL22RA1	0.92
TFB1M	1.0
BAK1	0.6599999999999999
PTGER1	0.31000000000000005
UBE2K	1.0
PGF	0.31999999999999995
GSTP1	0.31999999999999995
POLK	0.41000000000000003
EGLN3	0.31999999999999995
PHKA1	0.92
RPS6KA1	0.83
FGF12	0.28
CALML5	0.95
KCNJ4	1.0
UBE2W	1.0
IL5RA	0.76
EDNRB	0.33999999999999997
MSH2	0.31000000000000005
NDUFS1	1.0
ELK1	0.52
IL11RA	0.77
TF	0.91
CAMK1G	0.9299999999999999
HMGCR	0.89
F11R	1.0
MAPK10	0.69
TRAF1	0.25
DUSP8	1.0
PIAS4	0.97
SYNPO	1.0
CTSL	0.76
TRAF5	0.5900000000000001
LLGL2	1.0
PIM2	0.32999999999999996
USP7	0.61
MAP3K12	0.6
FGF1	0.31999999999999995
SYT11	1.0
FGF21	0.5900000000000001
FGF5	0.63
TNFRSF13C	0.5700000000000001
PGK2	1.0
FBP2	1.0
FOXO6	0.69
ATG14	1.0
NPR1	1.0
ELK4	0.43000000000000005
SLC27A1	0.76
ACSL5	0.98
PSMB1	0.5800000000000001
GADD45G	0.37
SESN1	1.0
ATXN2	0.5800000000000001
PARD6B	1.0
PPP1R12B	0.45999999999999996
GRIN1	0.6699999999999999
FGF11	0.28
NRF1	0.84
PGM1	0.97
PHKG1	0.97
DLL3	0.32999999999999996
ADRM1	0.5800000000000001
SESN3	1.0
IL9R	0.76
SIGMAR1	1.0
LEPR	0.78
CREB3L1	0.43000000000000005
CAB39	1.0
IL3	0.32999999999999996
E2F2	0.5
KLC2	0.56
PARD6G	1.0
CACNA1S	0.75
CAMK1D	0.75
PPP1R3A	1.0
ACACB	0.86
OSMR	0.76
KCNJ12	1.0
TRAF4	0.33999999999999997
PLA2G4F	0.99
CSNK1A1L	0.7
PRKAB2	0.96
NF2	0.84
SOS2	0.49
PPP3CA	0.54
FGF17	0.18000000000000005
KLC4	1.0
MFN1	0.61
ATP5PO	1.0
LRRK2	0.85
IL1R2	0.45999999999999996
CD36	0.85
AKT1S1	0.69
FGF6	0.63
PLA2G4E	0.83
CALML3	0.9
ZBTB33	1.0
HES5	0.25
ATXN3	0.63
ACSL1	0.98
ADIPOR2	0.8
MGST1	0.99
SETD2	1.0
PYGM	0.99
FGF18	0.6
CSNK2B	0.52
CCDC6	0.29000000000000004
DUSP16	1.0
CYC1	1.0
APC2	0.09999999999999998
GNGT1	0.38
IL13RA2	0.76
PRKG1	0.74
EIF4E2	0.97
PTGER2	0.32999999999999996
KIF7	1.0
NTRK2	0.42000000000000004
RYR2	0.45999999999999996
NCOA4	0.32999999999999996
MPDZ	1.0
EPOR	0.76
FN1	0.42000000000000004
TNFRSF11A	0.91
GSTA5	1.0
DUSP2	0.53
PYGB	1.0
PATJ	1.0
PYGL	0.95
HSPA2	0.6
IL7R	0.77
MLXIP	1.0
KLC3	1.0
MYL6	1.0
CSNK1A1	1.0
TBC1D4	0.69
PRKAG3	0.98
LAMB2	0.25
