Gene	seed_specificity
VPS36	1.0
CYP1A2	1.0
RPP38	1.0
MSH5	1.0
MRE11	0.92
NCF2	0.84
PPP3CA	0.54
RPS6KA1	0.83
PPID	1.0
NAA15	1.0
MSH2	0.31000000000000005
DUSP8	1.0
PIK3C2A	0.6699999999999999
KLHL9	1.0
ELMO1	0.75
ATXN2	0.5800000000000001
NXF2	1.0
STRADA	1.0
IGF2BP1	0.8200000000000001
NFKBIB	0.8200000000000001
PARD6B	1.0
CCL20	0.7
RPP14	1.0
PLA2G4E	0.83
GRIN1	0.6699999999999999
GEMIN4	1.0
SARM1	1.0
SEC13	1.0
PRM1	1.0
CYP3A7	1.0
MGST1	0.99
RPS6KA3	1.0
ARPC5	0.75
UBXN1	1.0
SNRPA1	1.0
ERCC2	1.0
UGT1A4	1.0
YWHAE	0.97
SMC1B	1.0
CYP2J2	1.0
MSH4	1.0
RBM5	1.0
DOCK2	0.71
NUP37	1.0
RBM28	1.0
DEFA5	1.0
TAP1	0.77
GSDMD	0.64
KCND2	1.0
WDR3	1.0
AMPH	1.0
HES5	0.25
PTGER1	0.31000000000000005
POLI	1.0
ANAPC13	0.92
TNFRSF6B	0.63
TLR3	0.32999999999999996
RAB4A	0.91
THBS1	0.48
RBL2	0.6799999999999999
IL3	0.32999999999999996
POLD3	0.8
ADRM1	0.5800000000000001
FBXW7	1.0
MCM4	0.72
ABRAXAS1	1.0
RANBP2	1.0
POLL	1.0
SEPTIN5	1.0
SMARCA1	0.83
TLR8	1.0
CLDN2	0.6599999999999999
SNRPN	1.0
SNX2	1.0
DUSP10	1.0
FGF1	0.31999999999999995
GSTP1	0.31999999999999995
JUP	1.0
PPP1R1A	0.98
SF3A3	1.0
MLH3	1.0
KLF6	0.84
RPP21	1.0
WASL	0.94
MAP4K3	0.99
ANGPTL4	0.83
SMG7	1.0
RRAGB	1.0
LRRK2	0.85
RAPGEF3	0.5
RRM2	0.9299999999999999
RFC5	0.96
CAPZB	1.0
PIAS2	0.84
DDIT4	1.0
RAD52	0.84
CASP5	0.77
GALNS	1.0
SRSF8	1.0
SNCAIP	0.61
NCOA4	0.32999999999999996
TEAD2	1.0
BMP6	0.84
KIDINS220	0.85
DCC	0.38
SGK3	0.42000000000000004
CSNK1A1L	0.7
IL18RAP	0.5
RIF1	0.99
NXT1	1.0
ACADM	0.83
CCNT1	0.83
CPEB1	0.98
SIGMAR1	1.0
ARHGEF28	1.0
PRDX6	0.6
IL12B	0.75
ERRFI1	0.72
TFCP2	0.6
DCLRE1C	0.8200000000000001
MATK	0.78
SH3KBP1	0.8200000000000001
EGR2	0.5900000000000001
SLC27A1	0.76
RAPGEF4	0.51
WDR36	1.0
CYP2C9	0.78
PDGFRA	0.47
SCARB1	0.81
DUSP16	1.0
APC2	0.09999999999999998
LAMB2	0.25
MSH3	1.0
NAA50	1.0
CCNG1	1.0
SNX32	1.0
CDK7	0.56
GP1BB	0.85
CARD8	0.77
PATJ	1.0
HEY2	0.47
FGF10	0.6799999999999999
XPOT	1.0
FAS	0.99
CDK5R1	0.86
HSP90AA1	1.0
TXK	0.74
SMG9	1.0
ANLN	1.0
DSP	1.0
EIF5B	1.0
POLK	0.41000000000000003
FHOD1	0.8
PIP4K2B	0.75
EPS15L1	1.0
ORC6	1.0
CHGA	0.99
WIPF3	1.0
AP2B1	1.0
CTNNA3	1.0
MAGI2	1.0
TRDN	1.0
BCL2A1	0.86
MAP3K12	0.6
MYL6B	0.89
