Gene	seed_specificity
PPID	1.0
GADD45G	0.37
EDNRB	0.33999999999999997
CHMP3	0.89
RRAGB	1.0
MCM6	0.72
ORC6	1.0
PTTG2	0.8200000000000001
C7	1.0
LPIN1	0.65
ISG15	1.0
RFXANK	0.76
CASP10	0.84
THPO	0.65
PGF	0.31999999999999995
CTSS	0.76
CCL7	1.0
AIFM1	0.88
GBP2	1.0
YWHAZ	0.89
MEFV	0.6699999999999999
SOCS6	1.0
HLA-G	0.52
FGF3	0.18000000000000005
MC2R	0.9
NAMPT	0.81
HAUS5	1.0
IL7R	0.77
SESN2	1.0
GSTA5	1.0
PATJ	1.0
MGST1	0.99
CCL4	0.75
IL5RA	0.76
GSTP1	0.31999999999999995
PELI2	1.0
PTGER1	0.31000000000000005
HAUS4	1.0
CCN4	0.86
EPO	0.98
SESN1	1.0
TAP1	0.77
PLCB2	0.74
OSMR	0.76
HES7	1.0
IFNA1	0.22999999999999998
TNIP1	1.0
CARD9	0.74
BCL2A1	0.86
FGF17	0.18000000000000005
GNGT1	0.38
COL1A1	0.96
ATG14	1.0
RBPJL	0.95
PRR5	1.0
DAZ1	1.0
NCOA4	0.32999999999999996
LAMB2	0.25
LIN54	1.0
DCC	0.38
CCL26	0.6799999999999999
ORC3	1.0
MATK	0.78
EI24	1.0
HAUS8	1.0
HAUS1	1.0
WNT8A	0.99
SRY	1.0
IGF2BP1	0.8200000000000001
B2M	0.56
TFDP2	0.69
ZMAT3	1.0
CCNT1	0.83
IL3	0.32999999999999996
APC2	0.09999999999999998
EGR1	0.99
CCL17	0.84
TRAF1	0.25
KMT2A	0.89
TNFRSF9	0.65
IL11RA	0.77
CRLF2	0.76
WNT6	0.31999999999999995
RICTOR	1.0
JUNB	0.75
TLN1	0.69
BCL2L2	1.0
EPOR	0.76
CREB3L1	0.43000000000000005
KIF7	1.0
SMC1B	1.0
GSDMD	0.64
TAP2	1.0
MIOS	1.0
IL20RA	0.84
NLGN4Y	1.0
TAB3	0.89
FCGR3B	1.0
STAG1	1.0
IRAK1	0.94
IL17RC	0.69
RFXAP	1.0
TIRAP	0.52
GLUL	1.0
CSF3	0.9299999999999999
GSTA1	0.99
CAB39	1.0
CCL27	1.0
CCL1	1.0
ORC1	0.69
CCDC6	0.29000000000000004
IL13RA2	0.76
DEPTOR	0.76
DLL3	0.32999999999999996
FGF6	0.63
MLLT3	1.0
CCNG1	1.0
MBP	1.0
HDC	0.8200000000000001
CAPN1	0.87
ZFP36L1	0.79
RRAGA	1.0
HLA-B	0.91
SOCS3	0.91
CYP24A1	0.83
SOCS5	1.0
SHISA5	1.0
NFKBIB	0.8200000000000001
ELK1	0.52
CAMK1D	0.75
FN1	0.42000000000000004
ACP5	0.92
BUB3	1.0
PPP2R5D	0.63
PELI3	1.0
DEFA5	1.0
EGLN3	0.31999999999999995
CLDN2	0.6599999999999999
ENDOG	1.0
BIRC7	1.0
WBP11	1.0
CYP2C9	0.78
MLKL	1.0
SARM1	1.0
PPP3CA	0.54
IRF2	0.97
TRADD	0.98
CYP21A2	1.0
AKT1S1	0.69
PDPK1	0.85
HSD3B1	1.0
CHMP2A	1.0
MAML3	1.0
CDKN2A	1.0
ARHGEF28	1.0
EGR2	0.5900000000000001
CCL20	0.7
WDR59	1.0
STAG2	1.0
TNFRSF10C	1.0
GBP5	1.0
JAK1	0.94
CREB3L3	0.22999999999999998
CCNB2	0.6699999999999999
NXF2	1.0
TRAF5	0.5900000000000001
CXCL9	0.85
STRADA	1.0
ELK4	0.43000000000000005
IFITM1	1.0
NXT2	1.0
CCNB3	1.0
FLT3	0.91
TRAF4	0.33999999999999997
NXT1	1.0
ORC4	1.0
RPS6KA5	0.96
IL1R2	0.45999999999999996
POU2F2	0.6799999999999999
HLA-A	0.7
CCL3	0.85
ORC5	1.0
ARHGEF6	0.63
LEPR	0.78
IFNB1	1.0
ADGRB1	1.0
PRKAA2	0.83
TGFA	0.64
LLGL2	1.0
C9orf72	1.0
MX1	0.73
C6	1.0
TNFRSF6B	0.63
ABCC1	0.8200000000000001
IRF9	0.4
MCM4	0.72
LSP1	0.87
GBP1	1.0
TCF7L1	0.75
HES5	0.25
CSF2	0.96
TPR	0.32999999999999996
IFNGR1	0.87
ARAF	0.97
CALCOCO2	1.0
IL1A	0.79
TBL1Y	1.0
CAPNS1	0.77
PUM2	1.0
RCAN1	0.5800000000000001
CDK7	0.56
PTGER2	0.32999999999999996
CTSK	0.8200000000000001
SESN3	1.0
PARD6G	1.0
HAUS2	1.0
FGF1	0.31999999999999995
CXCL16	0.53
DAZL	1.0
C3AR1	0.77
PARD6B	1.0
RBL1	0.6599999999999999
FGF21	0.5900000000000001
NRBF2	1.0
CX3CL1	0.79
CD226	0.98
ATG10	0.91
ACE2	0.8
TLR3	0.32999999999999996
TNFRSF4	0.97
HEY2	0.47
PROM1	1.0
LY96	0.9
CSF2RA	0.41000000000000003
FOXO6	0.69
IL9R	0.76
TLE4	0.8
PRMT2	1.0
CARD8	0.77
IKBKE	0.72
TSLP	0.9
CASP5	0.77
FGF18	0.6
MSH2	0.31000000000000005
TNFRSF10D	0.95
IL10RA	0.76
ERRFI1	0.72
IL2RB	0.92
TXNL4A	1.0
SCARB1	0.81
GLUD1	1.0
CXCL2	0.5900000000000001
FGF5	0.63
USP7	0.61
CIR1	1.0
AIFM2	1.0
PIM2	0.32999999999999996
IL19	0.85
IFI6	1.0
SOS2	0.49
LIN37	1.0
HAUS6	1.0
ARHGEF11	1.0
HAUS3	1.0
EEA1	0.69
CD209	0.84
