Gene	seed_specificity
UBB	1.0
DECR1	0.99
TNC	0.95
GADD45G	0.37
EDNRB	0.33999999999999997
THOC7	1.0
ATP1A3	1.0
RAPGEF3	0.5
MCM6	0.72
ACTR3	0.79
IQGAP2	1.0
ORC6	1.0
PTTG2	0.8200000000000001
LPIN1	0.65
SCIN	1.0
MYL12A	0.64
KLC2	0.56
PIK3C2A	0.6699999999999999
PGF	0.31999999999999995
SNIP1	1.0
SOX7	0.88
ATP6V0E1	1.0
HLA-G	0.52
CCNG2	0.9299999999999999
VEGFC	0.5700000000000001
THOC6	1.0
THBS1	0.48
FGF3	0.18000000000000005
PRDX6	0.6
ATXN3	0.63
GPC3	1.0
SIGMAR1	1.0
MC2R	0.9
MEF2C	1.0
PRKG1	0.74
ITGAL	0.92
DDC	1.0
GSTA5	1.0
PATJ	1.0
MGST1	0.99
MYL7	0.9299999999999999
GSTP1	0.31999999999999995
PTGER1	0.31000000000000005
CCN4	0.86
LIMK1	0.79
PFN2	1.0
HES7	1.0
PDGFRA	0.47
IFNA1	0.22999999999999998
PIK3IP1	0.64
MFN1	0.61
WASF1	0.6699999999999999
FGF17	0.18000000000000005
GNGT1	0.38
SEPTIN5	1.0
FOXA1	0.98
ATG14	1.0
MYLK2	0.5800000000000001
TNFRSF13C	0.5700000000000001
DAZ1	1.0
NCOA4	0.32999999999999996
LAMB2	0.25
DCC	0.38
GNG12	1.0
POLK	0.41000000000000003
IQGAP3	1.0
ORC3	1.0
ACTN4	0.43999999999999995
RETN	0.83
EXOC6	1.0
SRY	1.0
DUSP10	1.0
TPM2	1.0
IGF2BP1	0.8200000000000001
ADRM1	0.5800000000000001
BAK1	0.6599999999999999
TFDP2	0.69
EEF2	0.79
IL3	0.32999999999999996
APC2	0.09999999999999998
KLC3	1.0
PLA2G5	0.71
ATF4	0.8200000000000001
TRAF1	0.25
FRS3	0.81
PAK5	0.6
CHAC1	0.88
NDUFS1	1.0
WNT6	0.31999999999999995
PPP2R5C	0.91
ATP5PO	1.0
TLN1	0.69
SIK1	0.84
CREB3L1	0.43000000000000005
KIF7	1.0
SMC1B	1.0
EXOC7	0.78
SFTPA2	0.92
NLGN4Y	1.0
HSPA2	0.6
STAG1	1.0
AGTR2	1.0
GSTA1	0.99
CAB39	1.0
TBC1D1	1.0
ORC1	0.69
FGD3	1.0
CCDC6	0.29000000000000004
FGF7	1.0
PTPN7	1.0
DLL3	0.32999999999999996
TRAP1	0.99
PFN3	1.0
ACTG1	0.6599999999999999
OCRL	1.0
EXOC3	1.0
HDC	0.8200000000000001
TGFBR3	0.99
FHOD1	0.8
BRK1	0.6799999999999999
RHOJ	1.0
ELK1	0.52
THOC3	1.0
SSTR1	0.77
CAPZB	1.0
NDUFB2	1.0
CAMK1D	0.75
RBL2	0.6799999999999999
FN1	0.42000000000000004
THOC2	1.0
CYC1	1.0
PLCB1	0.44999999999999996
PIP4K2B	0.75
PIAS2	0.84
TKT	1.0
BUB3	1.0
EGLN3	0.31999999999999995
CREB3L2	0.99
PFN4	1.0
NRF1	0.84
PLA2G4F	0.99
RAPGEF4	0.51
NR4A2	0.61
EXOC2	1.0
CYP21A2	1.0
CYFIP2	0.76
HSD3B1	1.0
SPTBN2	0.83
FZD9	0.8
G6PC2	1.0
MAML3	1.0
PPP2R2A	0.87
ARHGEF28	1.0
EXOC1	1.0
STAG2	1.0
MIF	0.83
PIP4K2C	0.95
MAPK8IP2	1.0
TFB1M	1.0
DPYSL2	0.71
PSMB1	0.5800000000000001
FGF8	0.64
CREB3L3	0.22999999999999998
GRIA1	0.94
CCNB2	0.6699999999999999
SNCAIP	0.61
RPS6	0.84
STRADA	1.0
ELK4	0.43000000000000005
CDH2	1.0
SGK3	0.42000000000000004
SMAD4	1.0
TRAF4	0.33999999999999997
KREMEN1	1.0
KLF6	0.84
ORC4	1.0
HLA-A	0.7
