Gene	seed_specificity
ECE1	1.0
DECR1	0.99
PDCD1LG2	1.0
TNC	0.95
CD69	0.89
GADD45G	0.37
EDNRB	0.33999999999999997
SNX2	1.0
IFT27	1.0
IFT20	1.0
RRAGB	1.0
RAPGEF3	0.5
MCM6	0.72
PTH1R	0.79
SOD3	0.83
PRPF4	1.0
ATXN1	0.97
PINK1	1.0
ORC6	1.0
PTTG2	0.8200000000000001
PAX7	0.91
C7	1.0
LPIN1	0.65
IFT74	1.0
MTF2	0.9299999999999999
CALCRL	0.89
RBM5	1.0
IFNAR1	0.71
KLC2	0.56
ACAD9	1.0
THPO	0.65
UGT1A4	1.0
PGF	0.31999999999999995
CCL7	1.0
CTSS	0.76
CYP1B1	0.98
GBP2	1.0
VPS25	1.0
SNIP1	1.0
CCKAR	1.0
SOCS6	1.0
SOX7	0.88
HCFC2	1.0
ATP6V0E1	1.0
HLA-G	0.52
VEGFC	0.5700000000000001
THBS1	0.48
VPS36	1.0
FGF3	0.18000000000000005
PRDX6	0.6
ATXN3	0.63
RLN2	1.0
ESPL1	0.83
SIGMAR1	1.0
PRKG1	0.74
HAUS5	1.0
DDX46	1.0
CACNA1C	0.69
GSTA5	1.0
IL7R	0.77
MGST1	0.99
CCL4L2	0.88
IL5RA	0.76
GSTP1	0.31999999999999995
SSNA1	1.0
SPART	1.0
TBC1D4	0.69
UGT1A1	0.83
PTGER1	0.31000000000000005
DDX58	1.0
HAUS4	1.0
JAK2	0.99
CCN4	0.86
AHRR	1.0
TAP1	0.77
SMARCA2	1.0
LIMK1	0.79
BATF2	1.0
MIA	0.94
CRHR1	0.8200000000000001
OSMR	0.76
HES7	1.0
GIPR	1.0
PDGFRA	0.47
IFNA1	0.22999999999999998
PIK3IP1	0.64
IFNE	1.0
MFN1	0.61
LCA5	1.0
ISY1	1.0
UBE2W	1.0
GRIN1	0.6699999999999999
FGF17	0.18000000000000005
PRLR	0.9299999999999999
GNGT1	0.38
SEPTIN5	1.0
ATG14	1.0
DAZ1	1.0
NCOA4	0.32999999999999996
LAMB2	0.25
GEMIN4	1.0
SF3A3	1.0
DCC	0.38
CCL11	0.95
CCL26	0.6799999999999999
ACADM	0.83
ORC3	1.0
STAM	0.9
AMHR2	0.99
FGF13	0.92
RETN	0.83
HAUS8	1.0
HAUS1	1.0
GSTM1	1.0
LILRB4	1.0
SRY	1.0
DUSP10	1.0
GALR1	0.89
ADRM1	0.5800000000000001
AP2B1	1.0
TEK	1.0
FTH1	0.83
B2M	0.56
DOCK2	0.71
EPS15	0.8200000000000001
IFT81	1.0
IFNW1	1.0
TFDP2	0.69
CCNT1	0.83
IL3	0.32999999999999996
HMGCS1	0.96
APC2	0.09999999999999998
SLC39A8	1.0
KLC3	1.0
IFNK	1.0
ITCH	1.0
CCL17	0.84
DHX15	1.0
PLA2G5	0.71
ATF4	0.8200000000000001
TRAF1	0.25
KMT2A	0.89
CYP1A2	1.0
TNFRSF9	0.65
NBL1	1.0
PAK5	0.6
IL11RA	0.77
NDUFS1	1.0
CRLF2	0.76
WNT6	0.31999999999999995
PPP2R5C	0.91
LUC7L	1.0
BEX3	1.0
ATP5PO	1.0
MC1R	0.8
TLN1	0.69
PPP2R1A	1.0
SNRPA1	1.0
STAT6	1.0
EPOR	0.76
SIK1	0.84
GHRH	0.89
SRRT	1.0
CREB3L1	0.43000000000000005
KIF7	1.0
SMC1B	1.0
TAP2	1.0
MIOS	1.0
IL20RA	0.84
NPRL2	1.0
NLGN4Y	1.0
FCGR3B	1.0
STAG1	1.0
IL17RC	0.69
GSTM3	1.0
TIRAP	0.52
GLUL	1.0
GSTA1	0.99
NPNT	1.0
CER1	1.0
PTPRD	1.0
NPY2R	1.0
PKMYT1	1.0
CCL27	1.0
GLP2R	1.0
ACVR1C	0.9299999999999999
PSIP1	1.0
CCL1	1.0
ORC1	0.69
CCDC6	0.29000000000000004
IL13RA2	0.76
PTPN7	1.0
DLL3	0.32999999999999996
TRAP1	0.99
FGF6	0.63
NPRL3	1.0
SNX32	1.0
ARHGDIG	1.0
MLLT3	1.0
NTSR2	1.0
DET1	1.0
OCRL	1.0
MAP3K2	1.0
RBM7	1.0
ATF6	0.87
HDC	0.8200000000000001
PDK4	0.88
RRAGA	1.0
SNRPN	1.0
POMC	1.0
MAPK7	0.72
TTC26	1.0
PFN1	0.73
DCT	0.8200000000000001
SOCS3	0.91
BUB1	0.9299999999999999
CYP24A1	0.83
SOCS5	1.0
RHOJ	1.0
CWC15	1.0
SSTR1	0.77
NDUFB2	1.0
PKN2	1.0
HMGCR	0.89
PPP3CC	0.6799999999999999
RBL2	0.6799999999999999
FN1	0.42000000000000004
SMARCA1	0.83
CHERP	1.0
IL12B	0.75
CYC1	1.0
PLCB1	0.44999999999999996
HNRNPM	1.0
PIAS2	0.84
TKT	1.0
BUB3	1.0
PPP2R5D	0.63
EGLN3	0.31999999999999995
MAP2K5	0.88
CHMP6	1.0
NRF1	0.84
ANAPC13	0.92
CD274	1.0
PLA2G4F	0.99
DHX8	1.0
CYP2C9	0.78
RAPGEF4	0.51
ABCC4	1.0
MLKL	1.0
TYRP1	1.0
NR4A2	0.61
IL33	1.0
UBR4	1.0
PPP3CA	0.54
TRADD	0.98
SRSF3	1.0
KLHL9	1.0
