Gene	seed_specificity
PPID	1.0
EHMT1	1.0
DECR1	0.99
DGKG	0.83
CYTH4	0.79
TKT	1.0
LPAR6	1.0
GADD45G	0.37
RB1	1.0
BUB3	1.0
EDNRB	0.33999999999999997
PPP2R5D	0.63
EGLN3	0.31999999999999995
MCOLN2	1.0
CLDN2	0.6599999999999999
RAPGEF3	0.5
RRAGB	1.0
PLA2G4F	0.99
MCM6	0.72
RAPGEF4	0.51
ORC6	1.0
PTTG2	0.8200000000000001
NR4A2	0.61
LPIN1	0.65
PPP3CA	0.54
CYP21A2	1.0
AKT1S1	0.69
HSD3B1	1.0
FZD9	0.8
PGF	0.31999999999999995
MAML3	1.0
DGKD	1.0
EGR2	0.5900000000000001
BRD1	1.0
PLA2G2A	0.5
STAG2	1.0
MIF	0.83
ATP6V0E1	1.0
HLA-G	0.52
ADCY3	0.63
THBS1	0.48
FGF3	0.18000000000000005
ADCY8	0.77
PRDX6	0.6
FGF8	0.64
CREB3L3	0.22999999999999998
MC2R	0.9
PLPP2	1.0
CCNB2	0.6699999999999999
PRKG1	0.74
GSTA5	1.0
TRAF5	0.5900000000000001
ELK4	0.43000000000000005
MGST1	0.99
NCF2	0.84
RRM1	0.9299999999999999
GSTP1	0.31999999999999995
TRDN	1.0
PTGER1	0.31000000000000005
ADIPOR2	0.8
CCN4	0.86
CYTH3	0.79
AHRR	1.0
SESN1	1.0
TRAF4	0.33999999999999997
DRD1	0.77
HES7	1.0
IFNA1	0.22999999999999998
ITPKB	1.0
ORC4	1.0
HLA-A	0.7
FGF17	0.18000000000000005
GNGT1	0.38
IL1R2	0.45999999999999996
UCP1	0.83
ORC5	1.0
TMOD3	1.0
ATG14	1.0
MCOLN1	1.0
MYLK2	0.5800000000000001
RBPJL	0.95
PLA2G4E	0.83
TNFRSF13C	0.5700000000000001
DAZ1	1.0
NCOA4	0.32999999999999996
PLA2G4B	0.97
LAMB2	0.25
LIN54	1.0
ING5	1.0
ANLN	1.0
POLK	0.41000000000000003
ORC3	1.0
LCOR	1.0
TFCP2	0.6
TGFA	0.64
LLGL2	1.0
C9orf72	1.0
RETN	0.83
WIZ	1.0
BRPF1	1.0
IRF9	0.4
MCM4	0.72
SRY	1.0
FARP2	1.0
B2M	0.56
NPAT	0.92
TCF7L1	0.75
HES5	0.25
TPR	0.32999999999999996
NUDT16L1	1.0
TFDP2	0.69
CASQ2	1.0
IL3	0.32999999999999996
EIF3H	0.77
RRM2	0.9299999999999999
APC2	0.09999999999999998
TBL1Y	1.0
PUM2	1.0
RCAN1	0.5800000000000001
MIER1	1.0
CDK7	0.56
PTGER2	0.32999999999999996
PLA2G5	0.71
CYSLTR2	0.87
TRAF1	0.25
CSRP2	1.0
RYR2	0.45999999999999996
PDE1C	0.88
SESN3	1.0
PARD6G	1.0
CHAC1	0.88
WNT6	0.31999999999999995
EVL	1.0
FGF1	0.31999999999999995
DAZL	1.0
TLN1	0.69
RCOR3	1.0
PARD6B	1.0
RBL1	0.6599999999999999
FGF21	0.5900000000000001
CREB3L1	0.43000000000000005
HUS1B	1.0
NRBF2	1.0
ATG4B	1.0
KIF7	1.0
SMC1B	1.0
PGD	1.0
CX3CL1	0.79
TAP2	1.0
PPP1R12B	0.45999999999999996
NLGN4Y	1.0
MAPKAPK2	1.0
ATG10	0.91
STAG1	1.0
TLR3	0.32999999999999996
GSTA1	0.99
HEY2	0.47
PRKD3	0.6599999999999999
ADIPOR1	0.89
CSF2RA	0.41000000000000003
FAS	0.99
ORC1	0.69
RUBCN	1.0
FSCN1	1.0
TLE4	0.8
CCDC6	0.29000000000000004
DEPTOR	0.76
CTSL	0.76
IKBKE	0.72
DLL3	0.32999999999999996
PLPP1	0.77
MSH2	0.31000000000000005
OCRL	1.0
CCNG1	1.0
ERRFI1	0.72
ITPKA	0.98
PKP2	1.0
RRAGA	1.0
SCARB1	0.81
CXCL2	0.5900000000000001
GPC1	1.0
USP7	0.61
CIR1	1.0
FHOD1	0.8
PFN1	0.73
PIM2	0.32999999999999996
PLA2G4D	1.0
SOS2	0.49
LIN37	1.0
RHOJ	1.0
CAMK2B	0.71
ARHGEF11	1.0
RAD17	0.94
PCK1	0.88
CAPZB	1.0
CAMK1D	0.75
PPP3CC	0.6799999999999999
SETDB2	1.0
RBL2	0.6799999999999999
FN1	0.42000000000000004
