Gene	seed_specificity
ARHGEF28	1.0
POLD3	0.8
EEF2	0.79
IL7R	0.77
PLA2G4D	1.0
PLA2G2A	0.5
POLI	1.0
UCP1	0.83
RYR2	0.45999999999999996
IKBKE	0.72
G6PC2	1.0
IL11RA	0.77
NTHL1	1.0
RAD52	0.84
PNKP	1.0
MAPK8IP2	1.0
IL9R	0.76
BRCA2	0.89
DUSP10	1.0
MAPK10	0.69
OSMR	0.76
POLL	1.0
TNIP1	1.0
NFKBIB	0.8200000000000001
MYLK2	0.5800000000000001
DPYSL2	0.71
CXCL16	0.53
IL10RA	0.76
EPS15	0.8200000000000001
EPOR	0.76
IL13RA2	0.76
CXCL2	0.5900000000000001
FANCG	0.84
TRPC4	0.84
CAPN1	0.87
HLA-A	0.7
CSF2RA	0.41000000000000003
MFN2	0.6599999999999999
IL17RC	0.69
CLDN2	0.6599999999999999
IL5RA	0.76
ATF4	0.8200000000000001
IL17F	0.73
CCL7	1.0
FANCB	1.0
TLN1	0.69
CALCOCO2	1.0
TCF7L1	0.75
MAP3K12	0.6
PTPN7	1.0
FAAP100	1.0
LIG4	1.0
MATK	0.78
RETN	0.83
APEX2	1.0
DUSP8	1.0
EPS15L1	1.0
IGFALS	0.8200000000000001
DEK	0.78
SEPTIN5	1.0
STAM	0.9
NRBF2	1.0
MBD4	1.0
IL1RAP	0.65
CRLF2	0.76
PLA2G4F	0.99
GH2	0.81
FANCM	0.84
IL18RAP	0.5
CAPN2	0.84
CCN4	0.86
PRM1	1.0
TSLP	0.9
DUSP5	1.0
SOCS5	1.0
FBP2	1.0
DCLRE1C	0.8200000000000001
CCL27	1.0
COL3A1	0.72
VCL	0.78
POLH	1.0
SIGMAR1	1.0
REV1	1.0
CSNK2B	0.52
BAK1	0.6599999999999999
MIF	0.83
ULBP2	1.0
DUSP2	0.53
IFNGR1	0.87
KIF5A	1.0
POLD2	0.99
CAPNS1	0.77
MFN1	0.61
VEGFC	0.5700000000000001
IL1R2	0.45999999999999996
JUNB	0.75
RFC5	0.96
MSH3	1.0
FAN1	1.0
PIK3IP1	0.64
PALB2	1.0
PCK1	0.88
ATXN2	0.5800000000000001
DUSP16	1.0
TNFRSF6B	0.63
