Gene	seed_specificity
PSMB1	0.5800000000000001
KIF5C	0.47
SESN1	1.0
THBS1	0.48
ORC1	0.69
CXCL16	0.53
FGF8	0.64
FOXO6	0.69
RAPGEF4	0.51
NDUFS1	1.0
PSMD8	0.5700000000000001
TXK	0.74
PPP1R12B	0.45999999999999996
TAP2	1.0
IGF2BP1	0.8200000000000001
PFN3	1.0
ADRM1	0.5800000000000001
ORC4	1.0
TNFRSF13C	0.5700000000000001
PARVB	1.0
KLC3	1.0
ARPC5L	0.72
ABCC1	0.8200000000000001
TIRAP	0.52
IQGAP3	1.0
WASF1	0.6699999999999999
DDIT4	1.0
RAPGEF3	0.5
MYL12A	0.64
PAK6	0.87
STRADA	1.0
VEGFC	0.5700000000000001
NUDT16L1	1.0
CAB39	1.0
PLA2G4B	0.97
KLC4	1.0
HLA-G	0.52
PFN2	1.0
MYL12B	0.64
USP7	0.61
PFN4	1.0
PPP3CA	0.54
PDGFRA	0.47
TCF7L1	0.75
IL18RAP	0.5
IL12A	0.5
TFDP2	0.69
CCN4	0.86
IQGAP2	1.0
WIPF3	1.0
B2M	0.56
