Gene	seed_specificity
FHOD1	0.8
APEX2	1.0
BRK1	0.6799999999999999
DUSP5	1.0
CXCL16	0.53
DUSP8	1.0
FGF8	0.64
ERCC6	0.83
DCLRE1C	0.8200000000000001
DUSP16	1.0
CACNA1C	0.69
POLD3	0.8
EEF2	0.79
PLA2G2E	0.98
NXF2	1.0
NEFM	1.0
KLHL9	1.0
DEK	0.78
POLH	1.0
PLA2G2C	0.98
EIF3H	0.77
CXCL2	0.5900000000000001
SEPTIN5	1.0
POLI	1.0
NXT2	1.0
FANCG	0.84
MBD4	1.0
NRBF2	1.0
REV1	1.0
KLC3	1.0
CAPZB	1.0
KLC2	0.56
DUSP2	0.53
MFN2	0.6599999999999999
IL1RAP	0.65
CYP2J2	1.0
POLD2	0.99
SNCAIP	0.61
MFN1	0.61
RASA2	1.0
CLDN1	1.0
NTHL1	1.0
RAD52	0.84
MAPK8IP2	1.0
PNKP	1.0
VEGFC	0.5700000000000001
IL1R2	0.45999999999999996
KLC4	1.0
FZD9	0.8
RFC5	0.96
MSH3	1.0
PLCB1	0.44999999999999996
TCF7L1	0.75
FAN1	1.0
IL18RAP	0.5
DUSP10	1.0
MAP3K12	0.6
PALB2	1.0
MAPK10	0.69
PTPN7	1.0
ATXN2	0.5800000000000001
POLL	1.0
LIG4	1.0
TLE4	0.8
ULBP2	1.0
