Gene	seed_specificity
AIFM2	1.0
KIF5C	0.47
CCNT1	0.83
SESN3	1.0
LIN37	1.0
DCLRE1C	0.8200000000000001
SHISA5	1.0
EGR2	0.5900000000000001
EEF2	0.79
DEK	0.78
PPP1R12B	0.45999999999999996
CAMK2B	0.71
FGF21	0.5900000000000001
FGF18	0.6
ULBP2	1.0
TIRAP	0.52
RYR2	0.45999999999999996
EI24	1.0
PARP3	1.0
NCF2	0.84
CYP2J2	1.0
ADIPOR2	0.8
POU2F2	0.6799999999999999
PIAS2	0.84
ACTN4	0.43999999999999995
DDIT4	1.0
SNCAIP	0.61
SIK1	0.84
ZMAT3	1.0
POLK	0.41000000000000003
RCAN1	0.5800000000000001
CALCOCO2	1.0
ADGRB1	1.0
LIN54	1.0
TCF7L1	0.75
PLCB1	0.44999999999999996
KLF6	0.84
IL12A	0.5
SNIP1	1.0
CCN4	0.86
TNFRSF10D	0.95
BCL2A1	0.86
ACACB	0.86
RBL2	0.6799999999999999
TLE4	0.8
TNFRSF6B	0.63
