Gene	seed_specificity
TRAF5	0.5900000000000001
APEX2	1.0
DUSP5	1.0
DUSP8	1.0
DCLRE1C	0.8200000000000001
DUSP16	1.0
POLD3	0.8
EGR2	0.5900000000000001
EEF2	0.79
NXF2	1.0
PPP3CC	0.6799999999999999
POLH	1.0
CXCL2	0.5900000000000001
REV1	1.0
POLI	1.0
NXT2	1.0
AKT1S1	0.69
MBD4	1.0
FGF18	0.6
HLA-A	0.7
TIRAP	0.52
PARP3	1.0
CYP2J2	1.0
POU2F2	0.6799999999999999
WIPF3	1.0
DDIT4	1.0
POLD2	0.99
FGF5	0.63
CAPNS1	0.77
NTHL1	1.0
RAD52	0.84
PNKP	1.0
MAPK8IP2	1.0
IL1R2	0.45999999999999996
POLL	1.0
MSH3	1.0
CALCOCO2	1.0
FAN1	1.0
PIK3IP1	0.64
DUSP10	1.0
MAP3K12	0.6
ATP6V0E1	1.0
PALB2	1.0
PTPN7	1.0
LMNB2	1.0
TNIP1	1.0
LIG4	1.0
