Gene	seed_specificity
PAK5	0.6
PSMD8	0.5700000000000001
CACNA1C	0.69
SHISA5	1.0
EEF2	0.79
NEFM	1.0
NUP37	1.0
ADRM1	0.5800000000000001
MYL6	1.0
KLC2	0.56
RYR2	0.45999999999999996
EVL	1.0
RAPGEF3	0.5
PRKD3	0.6599999999999999
MYL12B	0.64
PDPK1	0.85
LIN54	1.0
MAPK10	0.69
FARP2	1.0
NDUFB2	1.0
TXK	0.74
EPS15	0.8200000000000001
PPP3CC	0.6799999999999999
MAPK7	0.72
EI24	1.0
MFN2	0.6599999999999999
CLDN2	0.6599999999999999
ATXN3	0.63
PLSCR1	1.0
ATF4	0.8200000000000001
NUDT16L1	1.0
FZD9	0.8
SHC4	0.81
ADGRB1	1.0
TCF7L1	0.75
RASGRP2	1.0
MYL7	0.9299999999999999
MX1	0.73
MATK	0.78
AIFM2	1.0
SESN3	1.0
LIN37	1.0
EPS15L1	1.0
SEC13	1.0
ACTG1	0.6599999999999999
DEK	0.78
CCNB2	0.6699999999999999
SEPTIN5	1.0
STAM	0.9
ATP5PO	1.0
NUP54	1.0
NRBF2	1.0
C9orf72	1.0
TIRAP	0.52
IL1RAP	0.65
POU2F2	0.6799999999999999
GRIN1	0.6699999999999999
SNCAIP	0.61
ZMAT3	1.0
MYL12A	0.64
CX3CL1	0.79
PRM1	1.0
TLE4	0.8
PSMB1	0.5800000000000001
FGF8	0.64
RAPGEF4	0.51
PPP1R12B	0.45999999999999996
SIGMAR1	1.0
PARVB	1.0
CSNK2B	0.52
BAK1	0.6599999999999999
SH3KBP1	0.8200000000000001
CYP2J2	1.0
CYC1	1.0
ACTN4	0.43999999999999995
KIF5A	1.0
MFN1	0.61
IL1R2	0.45999999999999996
NR4A2	0.61
NDUFA13	1.0
ULBP2	1.0
