Gene	seed_specificity
FHOD1	0.8
ARHGEF28	1.0
NDUFS1	1.0
NEFM	1.0
REL	0.91
PLA2G2E	0.98
CAMK2B	0.71
NUP37	1.0
CTSS	0.76
PLA2G2C	0.98
RFXANK	0.76
ANLN	1.0
SSTR1	0.77
CIR1	1.0
CYP1A2	1.0
PFN1	0.73
CYP3A7	1.0
ABCC4	1.0
CYP1B1	0.98
PLA2G12A	0.99
RAB4A	0.91
PLA2G2F	0.99
NR1I3	0.86
SLC39A8	1.0
AHRR	1.0
CES1	0.87
ABCB4	1.0
CD209	0.84
UGT2B7	0.87
NXT1	1.0
PRKG1	0.74
POU1F1	0.92
BRK1	0.6799999999999999
ACADM	0.83
TXK	0.74
CTSK	0.8200000000000001
SMARCA1	0.83
SLC27A1	0.76
UGT1A1	0.83
ACAP1	1.0
CYP24A1	0.83
APOA5	0.87
SOD3	0.83
UGT2B4	1.0
BRAP	1.0
ARPC4	0.79
PLA2G10	0.98
PLSCR1	1.0
TBC1D1	1.0
SHC4	0.81
CYP2C9	0.78
MAP3K12	0.6
EEA1	0.69
PDK4	0.88
NPAT	0.92
PLPP2	1.0
ADCY3	0.63
SEC13	1.0
RRM2	0.9299999999999999
PIP5K1B	0.9299999999999999
NUP54	1.0
CYP4A11	0.84
LAT2	0.9299999999999999
ANGPTL4	0.83
PIK3AP1	0.9
HSD3B1	1.0
FGF6	0.63
PLA2G4B	0.97
RGL2	1.0
GH2	0.81
ATP6V0E1	1.0
LSP1	0.87
PLPP1	0.77
FTH1	0.83
UGT1A9	0.83
CCNB3	1.0
GCLM	1.0
CYP2C19	1.0
PLA2G12B	0.98
PPP1R12B	0.45999999999999996
ARPC5	0.75
FGF18	0.6
CSNK2B	0.52
UGT1A4	1.0
RFXAP	1.0
PLA2G3	1.0
SH3KBP1	0.8200000000000001
RRM1	0.9299999999999999
ACTN4	0.43999999999999995
IFNGR1	0.87
PAK6	0.87
DGKG	0.83
UGT1A6	0.87
ARPC3	0.73
NR4A2	0.61
PLA2G2D	1.0
PLCB1	0.44999999999999996
GSDMD	0.64
PIK3IP1	0.64
ATXN2	0.5800000000000001
WIPF3	1.0
