Gene	seed_specificity
TRAF5	0.5900000000000001
KIF5C	0.47
THBS1	0.48
EGR2	0.5900000000000001
EEF2	0.79
POLD3	0.8
NXF2	1.0
PLA2G4D	1.0
POLI	1.0
NXT2	1.0
ORC3	1.0
PPID	1.0
RYR2	0.45999999999999996
RAPGEF3	0.5
STAG2	1.0
NTHL1	1.0
RAD52	0.84
PNKP	1.0
HLA-G	0.52
LIN54	1.0
RBL1	0.6599999999999999
MAPK10	0.69
RBL2	0.6799999999999999
POLL	1.0
NXT1	1.0
DPYSL2	0.71
ORC1	0.69
TBC1D4	0.69
FANCG	0.84
TNFRSF13C	0.5700000000000001
CSF2RA	0.41000000000000003
CLDN2	0.6599999999999999
IRF9	0.4
TFDP2	0.69
MAML3	1.0
LIG4	1.0
AIFM2	1.0
APEX2	1.0
SESN3	1.0
LIN37	1.0
TAP2	1.0
CCNB2	0.6699999999999999
MCM4	0.72
MBD4	1.0
ORC4	1.0
TIRAP	0.52
PTTG2	0.8200000000000001
PLA2G4E	0.83
USP7	0.61
PLA2G4F	0.99
PDGFRA	0.47
IL18RAP	0.5
BUB3	1.0
HEY2	0.47
SMC1B	1.0
CCN4	0.86
FGF8	0.64
ERCC6	0.83
RAPGEF4	0.51
DCLRE1C	0.8200000000000001
PPP1R12B	0.45999999999999996
PPP2R5D	0.63
POLH	1.0
REV1	1.0
PARVB	1.0
BAK1	0.6599999999999999
KLC3	1.0
ARPC5L	0.72
ORC6	1.0
ATG14	1.0
TLR3	0.32999999999999996
DUSP2	0.53
CYP2J2	1.0
ORC5	1.0
POLD2	0.99
VEGFC	0.5700000000000001
ELK4	0.43000000000000005
KLC4	1.0
RFC5	0.96
MCM6	0.72
PPP3CA	0.54
MSH3	1.0
FAN1	1.0
PALB2	1.0
HES7	1.0
PATJ	1.0
B2M	0.56
LLGL2	1.0
STAG1	1.0
