Gene	seed_specificity
NXT1	1.0
PAK5	0.6
KIF5C	0.47
PGD	1.0
TMOD3	1.0
DECR1	0.99
FGF8	0.64
EPS15L1	1.0
ARHGEF28	1.0
GEMIN4	1.0
TXK	0.74
ACTG1	0.6599999999999999
PLA2G12B	0.98
PIP5K1B	0.9299999999999999
ELK1	0.52
PLA2G2A	0.5
CXCL2	0.5900000000000001
STAM	0.9
RHOJ	1.0
OCRL	1.0
PARVB	1.0
BAK1	0.6599999999999999
ARPC5L	0.72
SH3KBP1	0.8200000000000001
CSRP2	1.0
CHAC1	0.88
IL1RAP	0.65
PIAS2	0.84
POU2F2	0.6799999999999999
TKT	1.0
IFNAR1	0.71
SIK1	0.84
BRAP	1.0
ARPC4	0.79
PLA2G10	0.98
PLSCR1	1.0
PRDX6	0.6
ATF4	0.8200000000000001
PLA2G4B	0.97
TBC1D1	1.0
ARPC1A	0.83
MYL12B	0.64
RGL2	1.0
PLA2G2F	0.99
MLKL	1.0
SOS2	0.49
PLCB1	0.44999999999999996
KLF6	0.84
MAP3K12	0.6
SNIP1	1.0
FGF10	0.6799999999999999
WIPF3	1.0
TFCP2	0.6
