Gene	seed_specificity
PAK5	0.6
SESN1	1.0
DPYSL2	0.71
FOXO6	0.69
PROM1	1.0
EGR2	0.5900000000000001
EEF2	0.79
PLA2G2E	0.98
PLA2G12B	0.98
FLT3	0.91
TBC1D4	0.69
PLA2G2C	0.98
PLA2G2A	0.5
PFN3	1.0
NRBF2	1.0
TNFRSF13C	0.5700000000000001
RYR2	0.45999999999999996
IQGAP3	1.0
WASF1	0.6699999999999999
PDE3A	0.77
ACTN4	0.43999999999999995
CLDN2	0.6599999999999999
PLA2G10	0.98
GSK3B	0.84
FZD9	0.8
PFN2	1.0
RGL2	1.0
PFN4	1.0
TLN1	0.69
PLCB1	0.44999999999999996
TCF7L1	0.75
PIK3IP1	0.64
ATP6V0E1	1.0
BCL2A1	0.86
IQGAP2	1.0
KMT2A	0.89
TLE4	0.8
