Gene	seed_specificity
DUSP5	1.0
SESN1	1.0
CXCL16	0.53
DUSP8	1.0
DUSP16	1.0
PLCB2	0.74
EGR2	0.5900000000000001
TAP2	1.0
STAG1	1.0
PLA2G2A	0.5
MCM4	0.72
FGF18	0.6
ORC4	1.0
TNFRSF13C	0.5700000000000001
CAPZB	1.0
DUSP2	0.53
CYP2J2	1.0
IL1RAP	0.65
PIAS2	0.84
PTTG2	0.8200000000000001
SIK1	0.84
FGF5	0.63
STAG2	1.0
VEGFC	0.5700000000000001
MAPK8IP2	1.0
FZD9	0.8
HLA-G	0.52
JUNB	0.75
MCM6	0.72
PPP3CA	0.54
PLCB1	0.44999999999999996
TCF7L1	0.75
RBL1	0.6599999999999999
KLF6	0.84
BUB3	1.0
DUSP10	1.0
IL18RAP	0.5
SNIP1	1.0
MAP3K12	0.6
SMC1B	1.0
PTPN7	1.0
CCN4	0.86
HES7	1.0
PATJ	1.0
B2M	0.56
RBL2	0.6799999999999999
MAML3	1.0
MGA	1.0
TLE4	0.8
