Gene	seed_specificity
TRAF5	0.5900000000000001
KIF5C	0.47
THBS1	0.48
PSMD8	0.5700000000000001
PLCB2	0.74
EGR2	0.5900000000000001
ADRM1	0.5800000000000001
FGF1	0.31999999999999995
ANLN	1.0
CCDC6	0.29000000000000004
GADD45G	0.37
CAB39	1.0
HLA-G	0.52
SOS2	0.49
GSTP1	0.31999999999999995
RBL2	0.6799999999999999
DPYSL2	0.71
CXCL16	0.53
FOXO6	0.69
PPP3CC	0.6799999999999999
TNFRSF13C	0.5700000000000001
ARHGEF11	1.0
PIM2	0.32999999999999996
CSF2RA	0.41000000000000003
ARHGEF6	0.63
WNT6	0.31999999999999995
DDIT4	1.0
CLDN2	0.6599999999999999
MGST1	0.99
STRADA	1.0
NUDT16L1	1.0
EDNRB	0.33999999999999997
IRF9	0.4
CALCOCO2	1.0
TCF7L1	0.75
NTRK2	0.42000000000000004
HES5	0.25
FGF10	0.6799999999999999
MAML3	1.0
AIFM2	1.0
CCNT1	0.83
KIF7	1.0
MSH2	0.31000000000000005
PTGER2	0.32999999999999996
TAP2	1.0
DEK	0.78
IGF2BP1	0.8200000000000001
NCOA4	0.32999999999999996
ABCC1	0.8200000000000001
ADIPOR2	0.8
POU2F2	0.6799999999999999
PTGER1	0.31000000000000005
DCC	0.38
USP7	0.61
PDGFRA	0.47
IL18RAP	0.5
HEY2	0.47
CCN4	0.86
ATP6V0E1	1.0
PGF	0.31999999999999995
PSMB1	0.5800000000000001
IL3	0.32999999999999996
DCLRE1C	0.8200000000000001
PPP2R5D	0.63
TPR	0.32999999999999996
DLL3	0.32999999999999996
FGF18	0.6
GNGT1	0.38
CSNK2B	0.52
BAK1	0.6599999999999999
KLC3	1.0
ARPC5L	0.72
TLR3	0.32999999999999996
CYP2J2	1.0
FGF5	0.63
LAMB2	0.25
MFN1	0.61
TRAF4	0.33999999999999997
VEGFC	0.5700000000000001
IL1R2	0.45999999999999996
KLC4	1.0
JUNB	0.75
IFNA1	0.22999999999999998
HES7	1.0
PATJ	1.0
ACACB	0.86
B2M	0.56
LLGL2	1.0
