Gene	seed_specificity
KIF5C	0.47
THBS1	0.48
NDUFS1	1.0
PSMD8	0.5700000000000001
POLD3	0.8
NEFM	1.0
NXF2	1.0
PLA2G4D	1.0
PLA2G2A	0.5
ADRM1	0.5800000000000001
POLI	1.0
NXT2	1.0
FGF14	0.28
KLC2	0.56
GADD45G	0.37
NTHL1	1.0
RAD52	0.84
PNKP	1.0
MAPK8IP2	1.0
CAB39	1.0
MLKL	1.0
DUSP10	1.0
MAPK10	0.69
POLL	1.0
PRKG1	0.74
FGF11	0.28
NDUFB2	1.0
TBC1D4	0.69
TNFRSF13C	0.5700000000000001
ATXN3	0.63
STRADA	1.0
NUDT16L1	1.0
IRF9	0.4
NTRK2	0.42000000000000004
PTPN7	1.0
PARD6G	1.0
LIG4	1.0
MATK	0.78
APEX2	1.0
DUSP8	1.0
TAP2	1.0
SEPTIN5	1.0
ATP5PO	1.0
NRBF2	1.0
MBD4	1.0
C9orf72	1.0
TIRAP	0.52
PIK3AP1	0.9
SNCAIP	0.61
PLA2G4E	0.83
PLA2G4B	0.97
PLA2G4F	0.99
BUB3	1.0
PSMB1	0.5800000000000001
DUSP5	1.0
DCLRE1C	0.8200000000000001
PPP1R12B	0.45999999999999996
CREB3L1	0.43000000000000005
REV1	1.0
GNGT1	0.38
CSNK2B	0.52
KLC3	1.0
ATG14	1.0
DUSP2	0.53
NCF2	0.84
CYC1	1.0
PARD6B	1.0
POLD2	0.99
KIF5A	1.0
MFN1	0.61
KLC4	1.0
RCAN1	0.5800000000000001
PPP3CA	0.54
MSH3	1.0
LPIN1	0.65
FAN1	1.0
GSDMD	0.64
FGF12	0.28
ATXN2	0.5800000000000001
DUSP16	1.0
