Gene	seed_specificity
TRAF5	0.5900000000000001
SESN1	1.0
THBS1	0.48
KIF7	1.0
IL3	0.32999999999999996
FOXO6	0.69
MSH2	0.31000000000000005
PTGER2	0.32999999999999996
DCLRE1C	0.8200000000000001
PLCB2	0.74
POLD3	0.8
PPP2R5D	0.63
TPR	0.32999999999999996
DLL3	0.32999999999999996
GNGT1	0.38
TNFRSF13C	0.5700000000000001
NCOA4	0.32999999999999996
ARHGEF11	1.0
PIM2	0.32999999999999996
CSF2RA	0.41000000000000003
FGF1	0.31999999999999995
CCDC6	0.29000000000000004
TLR3	0.32999999999999996
WNT6	0.31999999999999995
PTGER1	0.31000000000000005
DCC	0.38
GADD45G	0.37
POLD2	0.99
FGF5	0.63
TRAF4	0.33999999999999997
MGST1	0.99
ELK4	0.43000000000000005
EDNRB	0.33999999999999997
HLA-G	0.52
IRF9	0.4
USP7	0.61
PLCB1	0.44999999999999996
IFNA1	0.22999999999999998
LLGL2	1.0
NTRK2	0.42000000000000004
HEY2	0.47
HES7	1.0
HES5	0.25
GSTP1	0.31999999999999995
PGF	0.31999999999999995
MAML3	1.0
