Gene	seed_specificity
TRAF5	0.5900000000000001
PSMB1	0.5800000000000001
KIF5C	0.47
KIF7	1.0
CXCL16	0.53
TRAF1	0.25
ADCY3	0.63
IL3	0.32999999999999996
MSH2	0.31000000000000005
NDUFS1	1.0
PSMD8	0.5700000000000001
PTGER2	0.32999999999999996
EGR2	0.5900000000000001
PPP1R12B	0.45999999999999996
NEFM	1.0
TAP2	1.0
MRE11	0.92
CCNB2	0.6699999999999999
CAMK2B	0.71
TPR	0.32999999999999996
SIGMAR1	1.0
CXCL2	0.5900000000000001
SEPTIN5	1.0
ADRM1	0.5800000000000001
DLL3	0.32999999999999996
NRBF2	1.0
FGF18	0.6
GNGT1	0.38
NCOA4	0.32999999999999996
ARHGEF11	1.0
KLC3	1.0
PIM2	0.32999999999999996
CSF2RA	0.41000000000000003
FGF1	0.31999999999999995
CHAC1	0.88
CCDC6	0.29000000000000004
EGLN3	0.31999999999999995
TIRAP	0.52
ATG14	1.0
CIR1	1.0
WNT6	0.31999999999999995
PTGER1	0.31000000000000005
DCC	0.38
GRIN1	0.6699999999999999
GADD45G	0.37
SNCAIP	0.61
MFN1	0.61
TRAF4	0.33999999999999997
PLA2G5	0.71
MGST1	0.99
POLK	0.41000000000000003
EDNRB	0.33999999999999997
KLC4	1.0
HLA-G	0.52
RCAN1	0.5800000000000001
USP7	0.61
PLCB1	0.44999999999999996
IL18RAP	0.5
IL12A	0.5
MAPK10	0.69
GSTP1	0.31999999999999995
GSTA1	0.99
PGF	0.31999999999999995
ATXN2	0.5800000000000001
GSTA5	1.0
TNFRSF6B	0.63
