Gene	seed_specificity
EVL	1.0
FARP2	1.0
ARHGEF11	1.0
ATF6	0.87
FGF9	1.0
DECR1	0.99
SCARB1	0.81
RCAN1	0.5800000000000001
CSF2RA	0.41000000000000003
PLA2G4D	1.0
ARHGEF6	0.63
RFX5	1.0
BRK1	0.6799999999999999
PFN3	1.0
DUSP10	1.0
MYLK3	0.89
STRADA	1.0
CASP10	0.84
NUDT16L1	1.0
MVD	0.96
PSMD8	0.5700000000000001
KMT2D	1.0
PTTG2	0.8200000000000001
DUSP5	1.0
KIR2DL1	0.97
BUB3	1.0
NUP54	1.0
DTX1	0.9299999999999999
STAG2	1.0
SEC13	1.0
CRLF2	0.76
FZD9	0.8
PDCD4	0.99
TNFRSF9	0.65
PLA2G5	0.71
SHISA5	1.0
FOXO4	0.9299999999999999
TBC1D1	1.0
ORC5	1.0
FAS	0.99
INSIG1	0.96
C9orf72	1.0
IL17RC	0.69
IL24	0.9299999999999999
NDUFA13	1.0
ACLY	0.96
TIGAR	1.0
ACTR3	0.79
TGFA	0.64
GSTA1	0.99
FGF14	0.28
JAK1	0.94
CYFIP2	0.76
KIR2DL4	0.96
ENDOG	1.0
PLA2G4B	0.97
RASGRP2	1.0
YWHAE	0.97
HLA-C	1.0
KIR3DL2	0.97
TSLP	0.9
APPL1	1.0
LIN54	1.0
PTGER1	0.31000000000000005
CSPG4	1.0
PGF	0.31999999999999995
GSTP1	0.31999999999999995
POLK	0.41000000000000003
IL19	0.85
FGF12	0.28
IFNA1	0.22999999999999998
HEY2	0.47
HUS1B	1.0
IL5RA	0.76
EDNRB	0.33999999999999997
ZMAT3	1.0
MSH2	0.31000000000000005
PLA2G2E	0.98
IL11RA	0.77
TRDN	1.0
HMGCR	0.89
HLA-A	0.7
AHRR	1.0
DUSP8	1.0
CTSL	0.76
CD209	0.84
LPIN1	0.65
TLE4	0.8
IFNL2	1.0
ARHGEF4	1.0
FGF21	0.5900000000000001
ARPC5L	0.72
CDK7	0.56
IL1RAP	0.65
FGF5	0.63
CDK5R1	0.86
VEGFC	0.5700000000000001
CX3CL1	0.79
ADCY3	0.63
DTX2	0.99
SMC1B	1.0
TKT	1.0
MAZ	0.94
SESN1	1.0
NXT2	1.0
ATXN2	0.5800000000000001
PPP1R12B	0.45999999999999996
SIK1	0.84
POU2F2	0.6799999999999999
PLA2G12B	0.98
FGF8	0.64
CAPN2	0.84
CSF2	0.96
DLL3	0.32999999999999996
SIGMAR1	1.0
LEPR	0.78
CREB3L1	0.43000000000000005
TNFRSF10C	1.0
CCL26	0.6799999999999999
RFXANK	0.76
ADAM17	1.0
PARD6G	1.0
ACACB	0.86
NFKBIB	0.8200000000000001
SOS2	0.49
IQGAP2	1.0
HLA-DMA	1.0
TMOD3	1.0
CAPNS1	0.77
PPP3CA	0.54
PIK3C2A	0.6699999999999999
FGF17	0.18000000000000005
FGD3	1.0
KMT2E	1.0
TNIP1	1.0
RAD17	0.94
MYL7	0.9299999999999999
FGD1	1.0
ADGRB1	1.0
KLF6	0.84
PLA2G2C	0.98
NR4A2	0.61
CCNA2	0.99
RGL2	1.0
PLA2G10	0.98
PAK5	0.6
MRE11	0.92
HES5	0.25
AIFM2	1.0
MATK	0.78
WASF1	0.6699999999999999
CCDC6	0.29000000000000004
MCOLN1	1.0
RRM1	0.9299999999999999
IL13RA2	0.76
DRD1	0.77
PTGER2	0.32999999999999996
KIF7	1.0
NTRK2	0.42000000000000004
SEMA6D	1.0
RYR2	0.45999999999999996
CTSS	0.76
FGF10	0.6799999999999999
RAPGEF4	0.51
ITGAL	0.92
DUSP2	0.53
IL2RB	0.92
PRDX6	0.6
DCC	0.38
TNC	0.95
MAML3	1.0
TIRAP	0.52
TCF7L1	0.75
PRKAA2	0.83
ATG10	0.91
CCL27	1.0
SGK3	0.42000000000000004
TNFRSF6B	0.63
IL10RA	0.76
PDGFRA	0.47
IRF9	0.4
MCM6	0.72
WNT6	0.31999999999999995
FGF16	1.0
NPAT	0.92
BCL2L2	1.0
FGF22	1.0
LIN37	1.0
PLA2G2F	0.99
IL12A	0.5
TLR3	0.32999999999999996
TFDP2	0.69
CCNG1	1.0
CXCL16	0.53
CCL17	0.84
CCNB2	0.6699999999999999
PGD	1.0
MAPK8IP2	1.0
SOCS5	1.0
TPR	0.32999999999999996
CREB3L3	0.22999999999999998
CSRP2	1.0
PDE1C	0.88
ACTG1	0.6599999999999999
RAPGEF3	0.5
HLA-DOA	1.0
IL20RA	0.84
PTPN7	1.0
CIR1	1.0
HLA-B	0.91
HMGCS1	0.96
NXF2	1.0
PIP4K2C	0.95
RAP1B	0.9299999999999999
MCOLN2	1.0
SYN1	0.9299999999999999
MAP2K2	0.79
PPID	1.0
FGF3	0.18000000000000005
BRAP	1.0
THBS1	0.48
NCF2	0.84
PRM1	1.0
CLDN3	1.0
GIT1	0.77
PFN4	1.0
RHOJ	1.0
PPP3CC	0.6799999999999999
KIR2DL3	0.9299999999999999
EGLN3	0.31999999999999995
MGA	1.0
MCM4	0.72
NUP37	1.0
SQLE	1.0
KMT2A	0.89
AIFM1	0.88
CAPN1	0.87
NDUFS1	1.0
FGF20	1.0
ELK1	0.52
TNFRSF10D	0.95
CD8A	0.91
PLA2G3	1.0
SCIN	1.0
MAPK10	0.69
MX1	0.73
TRAF1	0.25
CASQ2	1.0
IL18RAP	0.5
DTX3	1.0
ANLN	1.0
TIAM1	0.95
RRM2	0.9299999999999999
PIM2	0.32999999999999996
USP7	0.61
MAP3K12	0.6
DDIT4	1.0
FGF1	0.31999999999999995
PTCRA	0.95
TP53	1.0
KIR3DL3	0.97
TNFRSF13C	0.5700000000000001
CIITA	1.0
FOXO6	0.69
ATG14	1.0
IQGAP3	1.0
ELK4	0.43000000000000005
DEK	0.78
PSMB1	0.5800000000000001
GADD45G	0.37
PARD6B	1.0
GRIN1	0.6699999999999999
FGF11	0.28
IGF2BP1	0.8200000000000001
PLCE1	0.88
OCRL	1.0
CCL7	1.0
ULBP2	1.0
ADRM1	0.5800000000000001
SESN3	1.0
IL9R	0.76
TNFRSF4	0.97
HLA-DOB	1.0
CAB39	1.0
CAMK2B	0.71
IL3	0.32999999999999996
LAMB2	0.25
PIP4K2B	0.75
SNIP1	1.0
FLT3	0.91
CAMK1D	0.75
EI24	1.0
CLDN2	0.6599999999999999
TAP2	1.0
OSMR	0.76
TRAF4	0.33999999999999997
PLA2G4F	0.99
CCNT1	0.83
RFXAP	1.0
CSNK1A1L	0.7
ABCC1	0.8200000000000001
IL12B	0.75
IL1A	0.79
LIMK1	0.79
CXCL2	0.5900000000000001
MYL12A	0.64
TFCP2	0.6
MYL12B	0.64
IL1R2	0.45999999999999996
BCL2A1	0.86
PLA2G4E	0.83
IL16	0.71
PIAS2	0.84
ITPKA	0.98
ACE2	0.8
CCL4	0.75
HLA-DMB	1.0
STAG1	1.0
PARP3	1.0
LMNB2	1.0
JUNB	0.75
PROM1	1.0
RBL1	0.6599999999999999
MGST1	0.99
ADIPOR2	0.8
PRKD3	0.6599999999999999
ORC3	1.0
FGF18	0.6
PIAS3	0.95
CYP2J2	1.0
TAP1	0.77
PIK3IP1	0.64
DUSP16	1.0
CALCOCO2	1.0
RNF144B	1.0
ADCY8	0.77
APC2	0.09999999999999998
GNGT1	0.38
PRKG1	0.74
ITPKB	1.0
GNG12	1.0
FSCN1	1.0
PFN2	1.0
ORC6	1.0
PLA2G2D	1.0
NCOA4	0.32999999999999996
EPOR	0.76
CCL3	0.85
FN1	0.42000000000000004
THPO	0.65
PLA2G2A	0.5
GSTA5	1.0
RBL2	0.6799999999999999
ORC1	0.69
CCN4	0.86
IL7R	0.77
ORC4	1.0
PLA2G12A	0.99
LSP1	0.87
PRKAG3	0.98
CLDN1	1.0
DPYSL2	0.71
RASA2	1.0
TLN1	0.69
FDFT1	1.0
